"keyword","impression","click","cost","ranking","conversion"
"元旦打折机票",3,1,0.97,2.5,0
"飞机票折扣",13,1,0.5,6.43,0
"哪里订机票最便宜",128,12,12.42,7.36,2
"武汉飞机票",21,1,0.58,7.8,0
"长沙机票",44,1,0.75,6.95,0
"长沙折扣机票",19,1,0.55,7.78,0
"长沙飞机时刻表",15,1,0.33,3.31,0
"深圳机票大全",5,1,0.83,4,0
"南京的机票",216,3,2.44,6,0
"机票查询-携程网",2133,6,5.22,7.25,1
"三亚特价机票预定",50,1,0.39,9.23,0
"三亚特价飞机票",320,13,8.98,6.03,0
"北京定机票",35,3,2.1,7.87,0
"深圳-机票网",12,4,5.06,1,1
"济南特价机票",29,2,1.87,8.32,0
"哈尔滨飞机",295,2,1.32,6.04,0
"北京飞机票",229,1,0.63,6.36,0
"三亚往返机票",117,1,1.06,8.29,0
"三亚飞机票便宜",5,1,0.94,8.5,0
"上海特价机票网",19,3,2.53,3.44,0
"深圳机票预订",535,10,6.07,8.66,0
"机票",27300,339,343.73,7.16,29
"网上预订机票",107,1,0.76,6.95,0
"广州的机票",1628,22,10.08,7.26,0
"武汉特价机票网",5,1,1.07,6,0
"三亚机票",70,3,1.9,5.1,1
"天津特价飞机票",158,5,3.37,7.09,0
"深圳打折机票预订",6,1,0.92,6.5,0
"海南特价机票",13,1,0.69,4.33,0
"途牛网订机票",24,2,0.97,1,0
"天津-机票",8,1,0.55,8,0
"长沙机票查询",72,1,0.55,9.27,0
"南宁机票",52,1,0.51,7.74,0
"广州特价机票",181,1,0.53,7.67,0
"南京航班时刻表",57,2,1.49,4.73,0
"最便宜的机票",44,4,2.8,6.41,0
"三亚机票",494,2,1.24,8.81,0
"飞机票",5639,22,21.82,9.76,0
"深圳飞机票查询",66,1,0.74,9.69,0
"飞机票提前几天预订",356,15,10.28,5.49,3
"长沙飞机票预定",29,1,0.74,9.58,0
"途牛网机票",97,11,4.93,1.04,1
"三亚折扣机票",17,1,0.58,6.67,0
"天津特价机票查询",25,1,0.55,8.1,0
"特价飞机票",7341,277,135.93,7.46,18
"郑州的飞机",346,1,0.3,6.37,0
"广州的飞机票",1154,4,1.8,8.79,0
"上海-买机票",118,1,0.92,6.7,0
"飞机票预定",40551,350,176.65,7.97,23
"昆明机票查询",30,1,0.3,10.31,0
"北京机票",82,3,5.48,6.59,0
"南昌航班查询",72,1,0.71,7.77,0
"温州机票",117,1,0.57,7.69,0
"天津机票",31,4,1.71,7.5,0
"去哪儿网订机票可靠吗",242,3,1.42,5.78,0
"北京特价机票查询",6,1,0.59,8.33,0
"特价成都机票",16,1,0.61,8.86,0
"上海-飞机票",197,1,0.67,8.34,0
"南航官网机票查询",26,1,0.37,9.23,0
"南昌飞机票",9,1,0.51,5.67,0
"杭州机票预订",355,2,1.69,7.19,0
"上海特价机票",284,2,1.41,9.67,0
"特价机票是真的吗",5,2,0.96,2.5,0
"同程机票查询",17,1,0.44,7.27,0
"飞机票网上怎么订票",18,1,0.34,8.77,0
"春节期间特价机票",6,2,1.6,4,0
"武汉机票",122,1,0.79,7.23,0
"飞机票预订",632,4,5.04,12.5,0
"西安机票预订",27,1,0.75,11.08,0
"哈尔滨航班查询",323,2,1.15,6.4,0
"乌鲁木齐特价机票",95,2,1.42,13.08,0
"机票特价",26,2,1.64,3.56,0
"预定廉价机票",91,3,2.12,6.31,0
"丽江机票",33,1,0.63,7.68,0
"北京机票价格查询",12,1,0.77,9.78,0
"特价机票价格查询",187,7,4.66,7.3,0
"春节-机票",161,4,2.94,6.38,0
"南昌航班时刻表",99,2,1.35,5.48,0
"机票预订网",892,16,8.22,9.65,5
"特价北京飞机票查询",39,3,2.84,6.66,0
"机票订购",585,15,14.7,9.69,1
"兰州飞机票",181,1,0.71,8.86,0
"广州特价机票",69,1,0.53,10.24,0
"南宁的飞机",41,1,0.73,7.23,0
"飞机票预定",7259,134,121.53,8.64,5
"重庆机票",191,2,1.3,9.84,0
"北京特价机票网",21,1,0.67,7.63,0
"深圳机票",168,2,1.3,9.18,0
"南昌航班查询",91,1,0.34,7.95,0
"重庆便宜机票",47,3,1.84,8.18,0
"大连机票",99,1,0.48,7.97,0
"昆明飞机票",269,1,0.63,9.31,0
"济南的飞机",97,1,0.71,7.23,0
"南宁-飞机票",121,2,1.5,8.32,0
"厦门机票查询",40,1,0.52,9.74,0
"机票价格查询",4319,77,79.66,9.72,2
"青岛机票",24,1,0.75,8.48,0
"北京的航班",126,1,0.3,6.49,0
"呼和浩特订机票-电话",17,1,0.91,5.55,0
"飞机票查询",12374,89,109.22,9.79,2
"飞机票哪个网站便宜",3,1,0.5,5.5,0
"丽江特价机票",15,1,0.5,6,0
"天津-飞机票",89,3,1.85,8.13,0
"哈尔滨低价机票",82,2,1.37,8.64,0
"威海机票",8,1,0.63,9.17,0
"广州廉价机票",12,1,0.98,3.83,0
"打折机票",355,3,1.64,10.91,1
"三亚特价机票",399,10,6.33,7.58,0
"三亚机票预订",31,2,0.94,6.44,0
"机票",22913,346,341.87,7.18,14
"大连航班时刻表",56,1,0.61,4.04,0
"武汉便宜飞机票",44,1,0.76,7.58,0
"订飞机票",6635,188,116.97,7.54,10
"银川机票",124,1,0.75,6.77,0
"订票网址",25,1,0.45,3.86,0
"廉价机票订购",21,1,0.83,5.29,0
"廉价机票",53,2,0.97,10.88,0
"上海机票预订",22,1,0.58,8.11,0
"海口-飞机票",55,1,0.64,6.15,0
"特价航班",34,1,0.62,6,0
"预订机票",40,2,2.23,10.06,0
"海口机票查询",3,1,0.65,3,0
"订机票-深圳",334,10,10.67,5.4,5
"三亚团购机票",101,16,14.18,4.2,0
"呼和浩特航班",84,2,0.88,5.63,0
"大连飞机时刻表",32,4,3.22,4.52,0
"机票查询",19913,100,44.19,10.46,3
"特价北京机票",533,5,3.29,9.65,0
"北京订机票",12,3,2.33,6.5,0
"长春特价飞机票查询",21,1,0.58,5.5,0
"订机票",304,3,1.67,9.08,0
"深圳打折机票查询",5,1,0.84,4,0
"特价机票",4703,205,195.69,8.07,10
"民航机票预订",67,2,1.99,3.32,0
"厦门的飞机",99,4,2.52,5.75,0
"济南飞机票查询",28,1,0.78,5.85,0
"北京航班时刻表",216,3,1.95,5.74,0
"南京的飞机",91,1,0.44,5.36,0
"预定便宜机票",162,3,1.85,9.55,0
"特价乌鲁木齐飞机票",21,1,1.04,9.24,0
"三亚的飞机票",86,1,0.43,6.84,0
"深圳到徐州特价机票",13,2,2.81,4,0
"买机票最便宜",127,4,1.79,7.1,0
"低价机票查询",52,1,1.02,5.96,0
"乌鲁木齐折扣机票",28,1,0.77,8.24,0
"天津打折机票",5,1,0.65,6.5,0
"上海飞机票",1700,3,0.9,9.8,0
"2013年春节特价机票",19,2,1.9,2.08,0
"订机票哪个网站好",276,7,3.18,9.33,1
"哈尔滨特价飞机票",403,4,2.93,8.78,0
"飞机特价票",34,1,0.81,8.7,0
"上海机票价格查询",39,1,0.79,9.76,0
"天津机票预订",2,1,0.89,7.5,0
"上海预定机票",11,1,0.71,5.5,0
"十一旅游",846,3,2.67,11.06,0
"三亚特价机票",15,1,0.61,5.15,0
"去哪网特价机票",60,1,0.45,7.59,0
"临沂特价机票",7,1,0.75,6.5,0
"广州飞机",3015,14,14.42,7.11,0
"小孩机票",16,2,1.69,2.67,0
"飞机票哪里订便宜",7,1,0.75,6.2,0
"厦门打折机票",499,9,5.61,7.29,0
"去哪网机票查询预订",361,1,0.45,9.71,0
"南昌飞机票",88,1,0.53,9.16,0
"打折机票订购",51,1,1.84,5.28,0
"北京航班预订",9,1,0.7,4.33,0
"哈尔滨-机票",21,1,0.43,8.33,0
"深圳到南昌特价机票",43,1,2.09,6.49,0
"打折机票网",289,36,35.87,5.02,0
"上海打折机票",147,3,1.96,8.38,1
"飞机票价格查询",561,3,2.15,11.02,0
"上海飞机时刻表",234,6,4.08,5.69,0
"天津的机票",29,1,0.66,8.54,0
"西安特价飞机票",273,4,2.54,9.27,0
"三亚往返机票",73,2,1.1,7.51,0
"提前多久买机票最便宜",27,5,2.29,1.76,1
"长沙飞机票价格",3,1,0.67,8,0
"北京机票预定",41,3,1.77,8.54,0
"定西安机票",7,2,1.09,8.17,0
"广州特价机票预订",34,3,2.35,6.03,0
"机票预订查询网",18,1,0.44,9.58,0
"昆明航班查询",65,1,0.71,7,0
"海口航班",74,3,1.81,6.69,0
"飞机票的查询",51,1,0.45,8.45,0
"大连飞机票",95,1,0.51,8.23,0
"北京出发特价机票",7,1,0.84,3.25,0
"打折机票价格查询",144,2,1.06,12.9,0
"订三亚机票",7,1,0.3,3,0
"南昌的飞机票",18,1,0.7,7.53,0
"海口航班时刻表",16,3,1.9,3.27,0
"南昌飞机票",38,1,1.08,9.18,0
"订机票",1177,31,16.21,8.69,1
"深圳打折机票预订",6,1,0.85,7.6,0
"南昌的飞机",141,1,0.53,6.48,0
"成都低价机票",37,2,1.34,9.32,0
"飞机票打折查询",128,2,0.85,11.03,0
"沈阳特惠机票",2,1,0.94,4,0
"飞机票订购",70,2,0.92,9.27,0
"天津特价机票价格查询",6,1,0.79,6.4,0
"呼和浩特飞机票查询",192,6,5.18,6.61,0
"最低价机票查询",27,1,0.44,8.55,0
"南京航班查询",87,2,1.44,7.6,0
"哪个网站的机票最便宜",28,1,0.48,8.53,0
"北京飞机",494,1,1.62,3.77,0
"机票价格查询",2578,23,10.17,11.48,2
"海口的飞机票",38,1,0.53,7.03,0
"特价飞机票网上订票官网",164,1,0.3,12.52,0
"预订机票",1813,44,23.58,10.19,8
"机票价格怎么算",46,1,0.34,4.45,0
"深圳机票预定",71,1,0.79,8.28,0
"机票什么时候买最便宜",7,1,0.5,4.25,0
"南京飞机票",101,1,0.43,8.42,0
"三亚优惠机票",191,10,4.64,7.12,0
"海口机票",14,2,1.24,5.69,0
"天津航班",43,1,1.02,6,0
"厦门特价机票预订",7,1,0.65,10,0
"成都打折机票",6,1,0.69,6.75,0
"携程机票",550,3,1.43,6.1,0
"天津航班查询",104,1,0.55,6.23,0
"厦门飞机票多少钱",22,2,1.66,5.47,0
"深圳机票预订",15,1,0.7,7.42,0
"赤峰机票",98,4,2.38,7.63,0
"网上低价往返机票",149,6,5.1,9.38,5
"机票预订网站",28,1,0.96,6.65,1
"济南航班时刻表",35,1,0.53,4,0
"广州飞机票查询",47,2,1.18,8.24,0
"深圳飞机票查询",64,1,0.76,7.75,0
"太原低价机票",119,1,0.42,7.93,0
"呼和浩特机票预订",21,1,0.99,7.73,0
"订机票的网站",50,5,4.01,4.18,1
"广州特价飞机票查询",52,1,0.78,7.78,0
"买机票网站",38,1,0.34,6.86,0
"三亚飞机",188,5,3.43,5.83,1
"北京飞机",760,1,0.62,4.81,0
"特价机票预订",143,1,0.8,6.7,0
"哪里订机票最便宜",46,7,4.3,5.05,1
"上海飞机票网",5,1,0.84,2,0
"去哪网机票查询",3320,4,1.81,9.11,0
"乌鲁木齐往返机票",12,1,1.01,12,0
"深圳机票预订",81,1,0.79,9.44,0
"什么时候飞机票最便宜",11,1,0.45,5.13,0
"成都优惠机票",3,1,0.61,6,0
"哈尔滨机票多少钱",33,1,0.79,5.17,0
"哈尔滨飞机时刻表",23,1,0.81,3.95,0
"网上飞机票预订官网",8,1,0.45,6.6,0
"天津机票预订",15,2,1.29,9.08,0
"海口机票",29,3,1.84,3.26,0
"哪里买飞机票最便宜",11,1,0.46,6.38,0
"最便宜的机票",35,2,1.63,5.3,0
"南昌特价机票",139,1,0.47,9.17,0
"民航售票",3,1,0.45,12,0
"武汉飞机",734,4,2.39,6.68,1
"北京的机票",377,1,0.66,8.36,0
"广州特价机票",102,4,3,8.59,3
"广州特价机票查询",10,1,0.94,4.14,0
"打折飞机",55,1,0.49,8.19,0
"烟台便宜飞机票",2,1,0.64,5,0
"机票查询携程网",5221,18,25.88,7.04,0
"太原飞机时刻表",25,1,0.53,4.16,0
"南宁航班时刻表",20,1,0.3,5.5,0
"订购机票",622,22,21.14,6.33,1
"订购飞机票官网",34,2,0.93,10.28,0
"上海的机票",95,1,0.51,6.58,0
"重庆打折机票",65,1,0.58,11.34,0
"哪里买机票最便宜",35,1,0.66,7.48,0
"飞机票预定",778,9,8.7,7.89,0
"珠海特价飞机票",11,1,0.63,7,0
"乌鲁木齐便宜机票",146,3,2.75,9.37,0
"三亚机票",341,3,1.56,7.88,0
"杭州机票",65,1,0.45,9.13,0
"深圳特价机票价格查询",2,1,0.89,5,0
"最便宜的机票",63,2,1.31,4.63,0
"机票旅行网",28,3,2.2,1.13,0
"飞机票便宜",46,5,2.24,6.11,0
"春节期间机票",15,1,0.79,4.55,0
"广州订机票的网站",7,1,0.74,6,0
"天津机票预订",16,2,1.39,12.42,0
"三亚特惠机票",49,1,0.48,6.23,0
"北京机票-价格",3,1,1.06,5,0
"西安机票多少钱",9,1,0.53,7.67,0
"飞机票",32300,97,71.85,8.48,8
"折扣机票",7894,57,34.98,9.08,11
"飞机票特价查询",34,1,0.49,11.41,0
"三亚机票",72,2,1.28,4.88,0
"深圳到淮安飞机票",5,1,1.05,1,0
"昆明-特价机票",716,13,8.67,7.97,0
"哈尔滨航班查询",215,2,1.11,6.85,0
"三亚-飞机票",520,16,9.49,7.84,0
"天津飞机票预定",7,1,0.66,5.5,0
"北京网上订打折机票",15,2,1.76,7.22,0
"敦煌特价机票",5,1,0.75,2,0
"广州优惠机票",8,1,0.88,4.33,0
"深圳的机票",208,6,2.88,8.04,0
"重庆机票",118,3,2.25,5.82,0
"北京-飞机票",121,5,3.91,8.09,0
"太原特价飞机票",74,2,1.04,9.24,0
"重庆便宜机票",25,2,1.48,8.36,0
"包头飞机票",112,1,0.68,7.91,0
"长沙航班时刻表",34,3,1.57,4.06,0
"广州的机票",442,10,7.67,5.38,1
"西双版纳特价机票",7,1,1.08,7.5,0
"广州的机票",16,2,1.67,7.91,0
"特价飞机票网上订票官网",646,15,7.01,9.63,1
"机票特价",23,1,0.74,4.05,0
"预定呼和浩特特价机票",1,1,0.69,4,0
"特惠机票",3690,109,73.85,9.19,0
"2013年春节特价机票",19,4,3.93,2.19,0
"飞机票预定",9218,77,67.34,11.7,3
"特价飞机票查询",164,4,2.91,9.84,0
"折扣机票",3280,95,58.61,8.07,1
"广州特价机票查询",5,1,0.95,7.75,0
"天津机票网",11,1,0.34,9.67,0
"重庆飞机票查询",93,2,1.54,8.69,0
"三亚的飞机票",26,2,1.39,6.41,0
"低价机票",138,7,7.42,6.18,1
"机票票号查询",39,1,0.4,6.61,0
"机票预订",3308,100,77.53,8.89,7
"深圳的航班",195,1,0.64,7.21,0
"预订便宜机票",106,9,9.39,5.31,0
"昆明飞机票",197,1,0.75,10,0
"成都机票查询",555,1,0.69,10.39,0
"三亚机票",283,4,2.83,9.33,0
"长春机票特价",23,1,0.63,9.38,0
"南京飞机票",1147,15,11.54,7.6,0
"成都的飞机票",69,2,1.45,8.86,0
"厦门机票预定",403,4,2.91,7.39,0
"飞机查询",179,1,0.45,8.38,0
"赤峰特价机票",13,1,0.5,5.67,0
"北京机票多少钱",70,1,0.8,9.22,0
"悠哉网旅游",32,1,0.68,7.68,0
"深圳机票预订",391,7,4.39,8.81,0
"定机票的网站",12,1,0.45,10.63,0
"南宁机票预定",9,1,0.45,9.33,0
"郑州的机票",48,1,0.53,9.43,0
"南宁飞机票查询",67,1,0.83,9.87,0
"南宁特价机票",207,7,5.96,9.62,0
"南宁折扣机票查询",8,1,0.68,8.6,0
"厦门飞机",113,2,1.39,6.67,0
"飞机票查询",19749,52,37.72,10.91,3
"长沙的飞机票",86,1,0.63,9.71,0
"北京订机票的网站",9,1,0.85,5.2,0
"特价机票-去哪儿",122,1,0.45,12.75,0
"什么网站定机票便宜",4,1,0.41,4,0
"海口机票特价",9,1,0.74,8.4,0
"查询机票价格",500,5,4.53,8.84,0
"深圳特价机票网",15,5,4.25,5,1
"上海机票预订",29,1,0.61,8.24,0
"郑州飞机票",15,1,0.74,6.69,0
"天津的机票",304,3,2.43,7.73,0
"昆明特价机票",15,3,2.18,9.07,0
"深圳机票预订",53,6,7.26,3.76,2
"订机票",2330,45,19.69,8.84,0
"昆明的机票",246,3,1.75,8.93,0
"厦门的飞机票",183,2,0.99,7.13,0
"哈尔滨特价机票",37,2,1.24,6.7,0
"天津定机票",8,1,0.44,10.5,0
"特价北京机票",506,14,12.93,8.5,0
"厦门机票价格查询",24,1,0.64,6.59,0
"三亚机票团购",15,1,0.83,5.83,0
"预订深圳机票",281,5,4.39,5.15,0
"乌海机票",35,1,0.63,6.45,0
"特价机票查询",2716,50,19.91,10.75,0
"网上机票",542,10,4.85,8.23,0
"上海便宜机票预订",4,1,0.93,1,0
"深圳机票大全",2,1,1.9,1,0
"国内低价机票",23,1,0.83,6.47,0
"预订优惠机票",8198,72,56.43,9.19,7
"定机票",123,1,0.7,8.4,0
"成都航班时刻表",86,2,1.46,5.88,0
"上海预定机票",12,1,0.84,10.9,0
"上海-特价机票",6,1,0.77,3.33,0
"机票预订",13389,188,115.84,9.69,19
"去哪网机票查询",4328,3,1.4,8.89,0
"机票",45177,532,420.87,5.65,40
"特惠机票订购",13,1,0.7,5.9,0
"查机票的网站",34,1,0.48,10.87,0
"昆明飞机",1034,5,2.66,7.24,0
"成都机票",114,2,2.36,5.88,0
"特价机票网可靠吗",65,5,2.44,2.04,0
"绵阳特价机票",6,1,0.74,8,0
"南宁特价机票",11,1,0.47,9.27,0
"重庆机票",233,2,1.29,7.06,0
"广州-飞机票",454,3,2.93,6.34,0
"成都机票价格查询",79,1,0.66,10.55,0
"北京飞机票多少钱",32,1,0.3,6.48,0
"西双版纳航班",40,1,0.69,6.14,0
"广州特惠机票",3,1,0.88,6.5,0
"北京飞机票",425,2,1.39,9.05,0
"儿童飞机票价",37,1,0.45,7.32,0
"广州便宜机票",360,6,4.07,7.77,0
"预订机票",3953,101,52.63,8.18,15
"深圳订机票网",3,1,0.85,3,0
"十一放假攻略",88,1,0.68,1.05,0
"成都航班查询",601,4,2.13,6.3,0
"南京航班查询",7,1,1.01,5.67,0
"济南机票价格",21,2,1.21,5.67,0
"携程网-机票查询",1636,11,5.94,7.41,0
"机票预订网",1430,8,5.01,10.15,1
"天津特价机票",17,3,1.89,6.92,0
"网购机票",158,2,1.25,9.96,0
"北京的机票",608,2,1.68,7.15,0
"北京机票订购",166,3,2.66,6.09,0
"长沙-机票",9,1,1.2,4,0
"儿童机票价格",110,1,0.83,4.41,0
"深圳便宜机票",36,2,1.57,9.94,0
"特惠机票",476,9,8.7,7.34,1
"深圳特价机票",47,1,1.23,8.18,0
"途牛网-飞机票",49,1,0.45,1,0
"北京航班查询",145,1,0.59,5.61,0
"飞机票的查询",135,1,0.46,9.26,0
"成都特价飞机票",295,5,3.63,7.7,0
"飞机票查询网",952,25,20.31,7.03,1
"郑州飞机票价",37,2,0.83,6.91,0
"广州定机票",28,2,2.2,5.96,0
"广州-飞机票预订",4,1,0.99,5.75,0
"自助游网站",94,1,0.8,8.03,0
"三亚机票价格",2,1,0.65,4,0
"昆明的航班",549,6,2.73,6.34,0
"长沙订机票",43,2,1.44,5.45,0
"6月份特价机票",15,1,0.6,3.55,0
"飞机票预定",8433,170,98.71,8.01,19
"订机票",925,8,4.33,10.03,0
"订机票-深圳",309,19,21.06,6.5,0
"上海飞机票价",96,2,1.43,6.72,1
"深圳特价飞机票",8,1,1.24,4.83,0
"订机票",150,1,1.01,9.18,0
"携程网机票预订",1771,3,1.44,9.01,0
"深圳定机票",22,1,0.79,6.68,0
"订深圳机票",10,1,1.04,6.25,0
"珠海飞机票价",11,1,0.64,5.71,0
"特价机票",4936,196,170.15,6.79,6
"大连飞机票",89,1,0.76,9.09,0
"南宁飞机票查询",160,1,0.58,9.79,0
"机票怎么买便宜",9,1,0.44,6.13,0
"武汉特价机票",85,1,0.63,7.24,0
"特价飞机票",79,4,2.6,8.53,0
"天津航班查询",202,1,0.73,7.75,0
"哈尔滨航班查询",128,1,0.52,7.35,0
"特价机票网是真的吗",27,2,0.88,3.39,1
"厦门机票预定",650,9,4.42,9.32,1
"深圳打折机票",16,1,0.97,4.09,0
"购机票",215,5,4.73,7.66,0
"飞机票查询网",1103,26,20.94,7.73,1
"打折机票",959,19,13.2,9.23,1
"北京机票查询网",6,1,0.85,5,0
"广州飞机票订票官网",7,1,1.1,6.17,0
"长沙飞机时刻表",12,1,0.53,5.33,0
"机票查询网",609,15,8.27,10.58,0
"三亚飞机时刻表",23,4,3.74,4.28,0
"三亚-机票价格",11,1,0.73,4.73,0
"预订打折机票",51,1,0.59,7.81,0
"折扣机票",1610,65,66.88,6.8,3
"杭州打折飞机票",173,1,0.34,8.86,0
"网上机票",876,5,5,6.99,0
"西双版纳飞机",53,2,1.29,5.83,0
"特价机票预定",69,2,1.62,8.05,0
"特价打折机票查询",3,1,0.57,10,0
"太原特价机票",76,3,1.81,6.51,0
"成都特价机票",56,3,2.1,7.08,0
"哈尔滨机票价格",43,1,0.53,7.95,0
"海口-机票",12,2,0.95,4.83,0
"广州飞机时刻表",12,1,0.76,6.78,0
"飞机票预订",1715,13,7.83,10.34,0
"深圳打折机票预订",12,1,0.84,6.13,0
"预订特价机票",242,4,2.54,9.67,0
"天津特价机票",26,2,1.45,7.91,0
"网上低价往返机票",380,12,9.72,8.86,1
"西双版纳往返机票",81,4,3.76,6.96,0
"乌鲁木齐特价机票",141,4,2.76,10.11,0
"买机票哪个网站好",99,2,1.12,10.55,0
"大连打折机票查询",47,1,0.66,10.09,0
"特价机票",6642,184,126.08,8.36,4
"去那儿-打折机票网",385,1,0.45,8.39,0
"预订折扣机票",42,4,4.21,9.18,1
"北京打折机票网",4,1,0.84,7.33,0
"订机票最便宜的网站",523,11,7.45,7.73,1
"黄山门票网",64,8,7.27,5.1,0
"北京机票订购",8,1,0.58,8,0
"飞机票打折查询",135,2,0.94,10.73,0
"北京机票团购",11,1,1.01,7.1,0
"机票提前多久买便宜",19,1,0.48,1.93,0
"深圳打折机票预订",7,1,0.83,6.5,0
"上海飞机",336,2,0.68,4.52,0
"昆明的飞机票",478,3,1.33,8.68,0
"昆明便宜机票",33,1,0.73,9.03,0
"长沙订机票",6,1,1.02,1.6,0
"上海特价飞机票",377,4,2.54,9.03,0
"什么网站买机票便宜",8,1,0.34,7.4,0
"便宜机票",101,11,11.57,4.54,0
"深圳特价机票网",37,2,1.98,5.72,0
"广州航班查询",399,1,0.67,7,0
"武汉特价机票",105,1,0.69,9.22,0
"长沙机票",238,3,1.89,6.5,0
"长春机票打折",18,1,0.75,9.19,0
"网上飞机票官网",131,1,0.45,9.99,6
"丽江特价机票",13,3,4.51,1.67,0
"三亚飞机",266,2,0.74,7.29,0
"飞机票折扣网",20,2,1.34,7.5,0
"大连机票",108,1,0.63,7.24,0
"网上飞机票预订官网",1611,3,1.37,11.26,0
"昆明特价机票",49,1,1.06,10.76,0
"买机票便宜",5,1,0.6,3.5,0
"飞机票在哪买便宜",43,3,1.42,8.07,0
"广州打折机票网",10,1,0.98,2.83,0
"广州优惠机票",2,1,0.96,3,0
"济南飞机时刻表",50,1,0.78,5.85,0
"上海-折扣机票",8,1,0.85,10.2,0
"昆明飞机",1043,2,1.29,7.51,0
"机票票查询",9,1,0.45,9.25,0
"上海的飞机",196,2,1.16,6.74,0
"杭州航班查询",91,1,0.57,7.89,0
"太原低价机票",78,3,1.97,7.31,0
"海口机票",14,1,0.65,5.22,0
"北京-打折机票",11,2,1.94,5.2,0
"临沂机票",7,1,0.63,7.8,0
"国内机票预订查询",29,4,1.81,8.16,0
"重庆机票往返",12,1,0.98,9.7,0
"重庆飞机票价",121,1,0.67,9.65,0
"北京便宜机票",6,1,0.91,3.75,0
"重庆飞机票价",247,3,1.45,10.03,0
"烟台飞机时刻表",63,1,0.69,4.65,0
"西安特价机票",963,9,5.86,9.11,0
"特价1折机票查询",8,1,0.5,11,0
"南宁机票",99,4,2.23,7.21,0
"哈尔滨往返机票",28,1,0.62,7.04,0
"中国飞机票网上订票",32,1,0.37,9.69,0
"成都机票-价格",10,1,0.44,6.67,0
"连云港特价机票",7,1,0.75,5,0
"大连航班时刻表",67,2,1.22,3.75,0
"上海-预订机票",210,2,1.72,7.7,0
"哪里定飞机票最便宜",7,1,0.38,5.2,0
"去哪儿特价机票",10219,3,2.15,10.03,0
"三亚低价机票",49,2,1.8,7.7,0
"飞机票预定",66,1,0.68,8.9,1
"机票查询网",188,4,2.19,11.7,0
"上海订机票",781,10,7.99,7.85,0
"厦门特价机票",222,2,1.05,7.65,0
"网上机票",1311,2,0.9,8.14,0
"南阳特价机票",3,1,0.75,3,0
"三亚打折机票",388,8,3.52,7.11,0
"查飞机票",50,1,0.53,10.7,0
"郑州特价机票",105,1,0.59,9.5,0
"上海特价飞机票",228,3,2.35,8.77,1
"昆明的航班",75,1,0.71,6,0
"深圳廉价机票",8,2,1.69,6.57,0
"深圳特价飞机票",211,2,1.38,9.23,0
"太原机票",23,1,0.68,8.44,0
"武汉特价飞机票",177,4,2.49,7.16,0
"订机票最便宜的网站-同程网",15,1,0.45,5.9,0
"飞机票预定",3346,38,18.87,9.46,2
"深圳打折机票",1904,38,30.89,9,0
"飞机票查询",11202,15,7.84,10.43,0
"上海机票特价",6,1,0.78,12.33,0
"飞机票儿童票标准",16,1,0.84,3.7,0
"携程网飞机票预订",11,1,0.45,3.63,0
"哈尔滨特价机票",31,2,1.5,4.37,0
"天津飞机票查询",101,2,1.57,8.29,0
"海口机票",21,3,1.85,3.89,0
"北京-飞机票",155,1,0.79,8.59,0
"儿童机票",189,4,3.32,4.31,0
"海南航空",8066,4,2.73,5.24,0
"订广州机票",8,1,0.79,5.5,0
"飞机票什么时候便宜",8,1,0.47,2.67,0
"春节机票预订",86,19,17.76,4,0
"成都航班查询",45,1,1.05,5.18,0
"携程网-机票查询",1515,5,2.72,7.89,0
